"Tabela 4714 - População Residente, Área territorial e Densidade demográfica - Ranking descendente"
"Variável - Densidade demográfica (Habitante por quilômetro quadrado)"
"1732","2304350","Forquilha (CE)","42.50"
"1733","4208005","Itá (SC)","42.50"
"1734","4112751","Jesuítas (PR)","42.45"
"1735","3545605","Santa Adélia (SP)","42.44"
"1736","3556008","Urupês (SP)","42.43"
"1737","3504701","Balbinos (SP)","42.42"
"1738","2507408","Jericó (PB)","42.38"
"1739","3168606","Teófilo Otoni (MG)","42.38"
"1740","2512077","Poço de José de Moura (PB)","42.33"
"1741","2405603","Jardim de Piranhas (RN)","42.29"
"1742","3164431","São Sebastião da Vargem Alegre (MG)","42.28"
"1743","4118451","Pato Bragado (PR)","42.28"
"1744","2615904","Tuparetama (PE)","42.24"
"1745","2308104","Mauriti (CE)","42.22"
"1746","3555802","Urânia (SP)","42.21"
"1747","4204806","Curitibanos (SC)","42.16"
"1748","3513702","Descalvado (SP)","42.13"
"1749","4215307","Salete (SC)","42.10"
"1750","3148756","Pedra Bonita (MG)","42.09"
"1751","2414753","Venha-Ver (RN)","42.08"
"1752","3535408","Panorama (SP)","42.03"
"1753","3145109","Nova Resende (MG)","42.00"
"1754","3203809","Muqui (ES)","42.00"
"1755","4215406","Salto Veloso (SC)","42.00"
"1756","2932705","Uruçuca (BA)","41.99"
"1757","1506104","Primavera (PA)","41.96"
"1758","3511409","Cerqueira César (SP)","41.96"
"1759","2408904","Parelhas (RN)","41.87"
"1760","2806305","Santa Luzia do Itanhy (SE)","41.86"
"1761","3517604","Guapiara (SP)","41.81"
"1762","2607307","Ipubi (PE)","41.80"
"1763","2601102","Araripina (PE)","41.76"
"1764","2906204","Canarana (BA)","41.75"
"1765","4317905","Santo Cristo (RS)","41.72"
"1766","2507200","Itatuba (PB)","41.70"
"1767","3102852","Angelândia (MG)","41.67"
"1768","2309300","Nova Russas (CE)","41.66"
"1769","2311306","Quixadá (CE)","41.66"
"1770","3546405","Santa Cruz do Rio Pardo (SP)","41.66"
"1771","2201408","Barro Duro (PI)","41.65"
"1772","2610103","Palmeirina (PE)","41.65"
"1773","3163805","São Miguel do Anta (MG)","41.64"
"1774","2929354","São José da Vitória (BA)","41.55"
"1775","2706422","Pariconha (AL)","41.51"
"1776","4119806","Planalto (PR)","41.51"
"1777","2303204","Caririaçu (CE)","41.50"
"1778","4217253","São Pedro de Alcântara (SC)","41.50"
"1779","3520806","Inúbia Paulista (SP)","41.49"
"1780","3126000","Florestal (MG)","41.42"
"1781","2930600","Serrolândia (BA)","41.41"
"1782","3202009","Dores do Rio Preto (ES)","41.41"
"1783","3511904","Clementina (SP)","41.41"
"1784","3539905","Poloni (SP)","41.39"
"1785","3550803","São Sebastião da Grama (SP)","41.37"
"1786","4312609","Muçum (RS)","41.36"
"1787","3536802","Pedra Bela (SP)","41.35"
"1788","3101805","Alpercata (MG)","41.34"
"1789","4301958","Barra Funda (RS)","41.33"
"1790","3111309","Campo do Meio (MG)","41.31"
"1791","4112801","Joaquim Távora (PR)","41.31"
"1792","1200401","Rio Branco (AC)","41.28"
"1793","4310504","Iraí (RS)","41.21"
"1794","3114709","Carvalhópolis (MG)","41.20"
"1795","4123402","Santa Fé (PR)","41.19"
"1796","3555604","Uchoa (SP)","41.18"
"1797","4121208","Quitandinha (PR)","41.16"
"1798","3533502","Novo Horizonte (SP)","41.13"
"1799","3556602","Vera Cruz (SP)","41.08"
"1800","3165578","Senador Amaral (MG)","41.07"
"1801","3535507","Paraguaçu Paulista (SP)","41.06"
"1802","3112307","Capelinha (MG)","41.05"
"1803","5217609","Planaltina (GO)","41.04"
"1804","4115408","Marmeleiro (PR)","41.02"
"1805","5220405","São Simão (GO)","41.01"
"1806","4317608","Santo Antônio da Patrulha (RS)","40.92"
"1807","3540853","Pracinha (SP)","40.89"
"1808","4217956","Tigrinhos (SC)","40.89"
"1809","4206652","Guatambú (SC)","40.86"
"1810","2105401","Itapecuru Mirim (MA)","40.82"
"1811","5220108","São Luís de Montes Belos (GO)","40.80"
"1812","1703800","Buriti do Tocantins (TO)","40.78"
"1813","2703304","Inhapi (AL)","40.77"
"1814","3510104","Cândido Rodrigues (SP)","40.75"
"1815","3155405","Rio Novo (MG)","40.70"
"1816","4117222","Nova Santa Rosa (PR)","40.66"
"1817","1705508","Colinas do Tocantins (TO)","40.63"
"1818","2205573","Lagoa de São Francisco (PI)","40.62"
"1819","2700102","Água Branca (AL)","40.60"
"1820","2108306","Penalva (MA)","40.59"
"1821","3167608","Simonésia (MG)","40.59"
"1822","3517208","Guaiçara (SP)","40.55"
"1823","4321329","Taquaruçu do Sul (RS)","40.55"
"1824","3537909","Pilar do Sul (SP)","40.54"
"1825","1500909","Augusto Corrêa (PA)","40.53"
"1826","1716109","Paraíso do Tocantins (TO)","40.52"
"1827","2104008","Esperantinópolis (MA)","40.47"
"1828","2506400","Gurinhém (PB)","40.44"
"1829","4124020","Santa Tereza do Oeste (PR)","40.39"
"1830","3304755","São Francisco de Itabapoana (RJ)","40.30"
"1831","4126272","Saudade do Iguaçu (PR)","40.16"
"1832","2108702","Pio XII (MA)","40.15"
"1833","5005681","Mundo Novo (MS)","40.12"
"1834","3552700","Tabatinga (SP)","40.07"
"1835","2613602","São José do Egito (PE)","40.05"
"1836","3140555","Mata Verde (MG)","40.05"
"1837","2919157","Lapão (BA)","40.03"
"1838","2404903","Itaú (RN)","39.99"
"1839","2704401","Major Isidoro (AL)","39.98"
"1840","3151503","Piumhi (MG)","39.96"
"1841","2916401","Itapetinga (BA)","39.91"
"1842","4305587","Colinas (RS)","39.90"
"1843","4120002","Porecatu (PR)","39.85"
"1844","3129202","Heliodora (MG)","39.84"
"1845","2922656","Nordestina (BA)","39.80"
"1846","3204807","São José do Calçado (ES)","39.77"
"1847","4113809","Lupionópolis (PR)","39.76"
"1848","2931202","Taperoá (BA)","39.74"
"1849","3203304","Mantenópolis (ES)","39.73"
"1850","3101904","Alpinópolis (MG)","39.72"
"1851","4320206","Seberi (RS)","39.72"
"1852","3158805","Santana do Jacaré (MG)","39.69"
"1853","2301208","Aracoiaba (CE)","39.68"
"1854","2105948","Lago dos Rodrigues (MA)","39.67"
"1855","3522703","Itápolis (SP)","39.62"
"1856","4205001","Dionísio Cerqueira (SC)","39.62"
"1857","2107605","Palmeirândia (MA)","39.57"
"1858","2905404","Cairu (BA)","39.57"
"1859","4110102","Imbituva (PR)","39.55"
"1860","4308003","Faxinal do Soturno (RS)","39.54"
"1861","4214201","Quilombo (SC)","39.51"
"1862","4213104","Piratuba (SC)","39.49"
"1863","4304697","Capitão (RS)","39.49"
"1864","2504801","Coremas (PB)","39.47"
"1865","2807501","Tomar do Geru (SE)","39.40"
"1866","2211100","União (PI)","39.39"
"1867","3149002","Pedra Dourada (MG)","39.39"
"1868","4210100","Mafra (SC)","39.38"
"1869","3520608","Indiana (SP)","39.35"
"1870","2924108","Pedrão (BA)","39.34"
"1871","3134202","Ituiutaba (MG)","39.34"
"1872","3540507","Porangaba (SP)","39.34"
"1873","3514304","Dourado (SP)","39.33"
"1874","3535705","Paraíso (SP)","39.30"
"1875","4300570","Alto Feliz (RS)","39.30"
"1876","5200852","Americano do Brasil (GO)","39.29"
"1877","2911857","Heliópolis (BA)","39.27"
"1878","3112208","Capela Nova (MG)","39.27"
"1879","2933109","Várzea do Poço (BA)","39.23"
"1880","3155702","Rio Piracicaba (MG)","39.22"
"1881","2301802","Baixio (CE)","39.19"
"1882","2512036","Poço Dantas (PB)","39.18"
"1883","2515401","São Vicente do Seridó (PB)","39.17"
"1884","3537503","Pereiras (SP)","39.16"
"1885","4120853","Quatro Pontes (PR)","39.16"
"1886","2413102","Senador Elói de Souza (RN)","39.15"
"1887","3520442","Ilha Solteira (SP)","39.15"
"1888","2504108","Carrapateira (PB)","39.14"
"1889","2928307","Santanópolis (BA)","39.14"
"1890","2414001","Tangará (RN)","39.12"
"1891","3109709","Cachoeira de Minas (MG)","39.06"
"1892","3132602","Itamarati de Minas (MG)","39.02"
"1893","3152907","Pratápolis (MG)","39.00"
"1894","2602803","Buíque (PE)","38.98"
"1895","3500709","Agudos (SP)","38.98"
"1896","4111704","Jaboti (PR)","38.97"
"1897","3303104","Natividade (RJ)","38.94"
"1898","2302305","Bela Cruz (CE)","38.92"
"1899","1505536","Parauapebas (PA)","38.90"
"1900","3143807","Munhoz (MG)","38.90"
"1901","4213609","Porto União (SC)","38.84"
"1902","3158300","Santana da Vargem (MG)","38.80"
"1903","3515400","Fartura (SP)","38.77"
"1904","3108909","Brazópolis (MG)","38.74"
"1905","3139607","Mantena (MG)","38.73"
"1906","3514106","Dois Córregos (SP)","38.72"
"1907","1100288","Rolim de Moura (RO)","38.69"
"1908","3162575","São João do Manteninha (MG)","38.65"
"1909","2500106","Água Branca (PB)","38.63"
"1910","3112109","Caparaó (MG)","38.62"
"1911","2806909","São Francisco (SE)","38.61"
"1912","2905602","Camacan (BA)","38.61"
"1913","3507308","Boracéia (SP)","38.61"
"1914","3200201","Alegre (ES)","38.55"
"1915","3147402","Paraopeba (MG)","38.53"
"1916","3142601","Monsenhor Paulo (MG)","38.51"
"1917","2924603","Pindobaçu (BA)","38.49"
"1918","3500758","Alambari (SP)","38.48"
"1919","3102001","Alterosa (MG)","38.44"
"1920","4216255","São João do Oeste (SC)","38.44"
"1921","3533304","Nova Luzitânia (SP)","38.43"
"1922","4102307","Balsa Nova (PR)","38.39"
"1923","1502756","Concórdia do Pará (PA)","38.37"
"1924","3100401","Acaiaca (MG)","38.37"
"1925","2209971","São João do Arraial (PI)","38.36"
"1926","4301404","Arvorezinha (RS)","38.33"
"1927","2923050","Novo Triunfo (BA)","38.28"
"1928","4311429","Lajeado do Bugre (RS)","38.28"
"1929","4301206","Arroio do Tigre (RS)","38.26"
"1930","2914901","Itacaré (BA)","38.15"
"1931","3164407","São Sebastião da Bela Vista (MG)","38.15"
"1932","3553302","Tambaú (SP)","38.15"
"1933","2413557","Serrinha dos Pintos (RN)","38.07"
"1934","1506112","Quatipuru (PA)","38.04"
"1935","4201604","Arroio Trinta (SC)","38.02"
"1936","5209200","Guapó (GO)","38.01"
"1937","2901700","Antônio Cardoso (BA)","37.97"
"1938","2805307","Pirambu (SE)","37.92"
"1939","4128005","Ubiratã (PR)","37.92"
"1940","2105153","Igarapé do Meio (MA)","37.90"
"1941","4107538","Entre Rios do Oeste (PR)","37.82"
"1942","3203353","Marilândia (ES)","37.81"
"1943","2302057","Barroquinha (CE)","37.78"
"1944","5215801","Palmelo (GO)","37.77"
"1945","2404705","Ipanguaçu (RN)","37.76"
"1946","2500700","São João do Rio do Peixe (PB)","37.72"
"1947","2907806","Cícero Dantas (BA)","37.69"
"1948","2606705","Ibirajuba (PE)","37.66"
"1949","2917508","Jacobina (BA)","37.66"
"1950","3113602","Careaçu (MG)","37.66"
"1951","2507804","Junco do Seridó (PB)","37.65"
"1952","2614402","Solidão (PE)","37.65"
"1953","3304805","São Fidélis (RJ)","37.65"
"1954","4204509","Corupá (SC)","37.63"
"1955","4210803","Meleiro (SC)","37.58"
"1956","3539400","Piratininga (SP)","37.54"
"1957","4300802","Antônio Prado (RS)","37.54"
"1958","4102000","Assis Chateaubriand (PR)","37.53"
"1959","3103900","Araújos (MG)","37.47"
"1960","3533254","Novais (SP)","37.46"
"1961","2701902","Chã Preta (AL)","37.45"
"1962","4104709","Carlópolis (PR)","37.45"
"1963","4120903","Quedas do Iguaçu (PR)","37.42"
"1964","3500808","Alfredo Marcondes (SP)","37.38"
"1965","2933505","Wenceslau Guimarães (BA)","37.36"
"1966","3125002","Ewbank da Câmara (MG)","37.32"
"1967","3544905","Sales Oliveira (SP)","37.32"
"1968","2510006","Nazarezinho (PB)","37.28"
"1969","3142403","Moema (MG)","37.24"
"1970","3200508","Apiacá (ES)","37.24"
"1971","2404606","Ielmo Marinho (RN)","37.22"
"1972","2701209","Cacimbinhas (AL)","37.21"
"1973","2612208","Salgueiro (PE)","37.16"
"1974","2509602","Monte Horebe (PB)","37.12"
"1975","3152303","Porto Firme (MG)","37.11"
"1976","2307007","Jaguaruana (CE)","37.10"
"1977","2804201","Monte Alegre de Sergipe (SE)","37.05"
"1978","4200556","Águas Frias (SC)","37.05"
"1979","4303509","Camaquã (RS)","37.02"
"1980","2705903","Olho d'Água Grande (AL)","37.01"
"1981","4218756","Tunápolis (SC)","36.98"
"1982","3149507","Pequeri (MG)","36.89"
"1983","4205803","Garuva (SC)","36.83"
"1984","2913804","Ipecaetá (BA)","36.80"
"1985","3305703","Sumidouro (RJ)","36.78"
"1986","2209351","Santana do Piauí (PI)","36.77"
"1987","2406809","Lajes Pintadas (RN)","36.76"
"1988","2905008","Caculé (BA)","36.76"
"1989","3541901","Queluz (SP)","36.72"
"1990","4312385","Monte Belo do Sul (RS)","36.67"
"1991","3201159","Brejetuba (ES)","36.64"
"1992","2400604","Almino Afonso (RN)","36.61"
"1993","3508702","Caconde (SP)","36.52"
"1994","3533007","Nova Granada (SP)","36.52"
"1995","4217550","Serra Alta (SC)","36.47"
"1996","3166907","Serrania (MG)","36.42"
"1997","4203105","Caibi (SC)","36.42"
"1998","2802304","Frei Paulo (SE)","36.40"
"1999","3116308","Cipotânea (MG)","36.36"
"2000","2708956","Senador Rui Palmeira (AL)","36.34"
"2001","2512101","Pombal (PB)","36.32"
"2002","2805208","Pinhão (SE)","36.30"
"2003","2905800","Camamu (BA)","36.29"
"2004","4110409","Indianópolis (PR)","36.27"
"2005","3160900","São Brás do Suaçuí (MG)","36.26"
"2006","3520202","Igaratá (SP)","36.20"
"2007","2402907","Coronel João Pessoa (RN)","36.17"
"2008","2707404","Porto de Pedras (AL)","36.15"
"2009","3121902","Divinésia (MG)","36.13"
"2010","3509403","Cajuru (SP)","36.10"
"2011","4117255","Nova Prata do Iguaçu (PR)","36.02"
"2012","2702702","Feliz Deserto (AL)","36.01"
"2013","3556958","Vitória Brasil (SP)","36.00"
"2014","3165503","Sardoá (MG)","35.97"
"2015","2205805","Luzilândia (PI)","35.96"
"2016","3123528","Durandé (MG)","35.95"
"2017","3521101","Ipeúna (SP)","35.95"
"2018","1507102","São Caetano de Odivelas (PA)","35.91"
"2019","4204756","Cunhataí (SC)","35.91"
"2020","3202900","Itarana (ES)","35.90"
"2021","2300754","Amontada (CE)","35.88"
"2022","3523701","Itirapuã (SP)","35.87"
"2023","2410009","Pilões (RN)","35.86"
"2024","4104659","Carambeí (PR)","35.84"
"2025","2507705","Juazeirinho (PB)","35.83"
"2026","3111002","Campestre (MG)","35.82"
"2027","2404853","Itajá (RN)","35.81"
"2028","2105708","Lago da Pedra (MA)","35.80"
"2029","2103109","Cedral (MA)","35.79"
"2030","2400505","Alexandria (RN)","35.78"
"2031","3545001","Salesópolis (SP)","35.77"
"2032","2307908","Martinópole (CE)","35.74"
"2033","3535309","Palmital (SP)","35.73"
"2034","3554409","Terra Roxa (SP)","35.68"
"2035","2401404","Baía Formosa (RN)","35.66"
"2036","3534757","Ouroeste (SP)","35.66"
"2037","4306007","Crissiumal (RS)","35.58"
"2038","4310009","Ibirubá (RS)","35.55"
"2039","4126009","São Sebastião da Amoreira (PR)","35.54"
"2040","3128501","Guarará (MG)","35.52"
"2041","2923100","Olindina (BA)","35.51"
"2042","3130556","Imbé de Minas (MG)","35.51"
"2043","3143104","Monte Carmelo (MG)","35.51"
"2044","2918407","Juazeiro (BA)","35.38"
"2045","2513653","Joca Claudino (PB)","35.36"
"2046","3159902","Santo Antônio do Amparo (MG)","35.36"
"2047","2407203","Macau (RN)","35.30"
"2048","4315107","Porto Xavier (RS)","35.30"
"2049","2306207","Itaiçaba (CE)","35.28"
"2050","3129301","Iapu (MG)","35.28"
"2051","1720804","Sítio Novo do Tocantins (TO)","35.27"
"2052","2513158","Santa Cecília (PB)","35.25"
"2053","2508802","Malta (PB)","35.15"
"2054","3143203","Monte Santo de Minas (MG)","35.13"
"2055","3120409","Cristiano Otoni (MG)","35.12"
"2056","3151602","Planura (MG)","35.10"
"2057","3526001","Junqueirópolis (SP)","35.10"
"2058","2106003","Lima Campos (MA)","35.09"
"2059","2310803","Pereiro (CE)","35.04"
"2060","4318051","São Domingos do Sul (RS)","35.01"
"2061","3515608","Fernando Prestes (SP)","34.95"
"2062","3124906","Eugenópolis (MG)","34.91"
"2063","4121901","Ribeirão do Pinhal (PR)","34.85"
"2064","4304903","Casca (RS)","34.79"
"2065","5210562","Itaguari (GO)","34.79"
"2066","2413607","Severiano Melo (RN)","34.76"
"2067","4205191","Ermo (SC)","34.74"
"2068","5210208","Iporá (GO)","34.74"
"2069","4110953","Itaipulândia (PR)","34.71"
"2070","3524907","Jambeiro (SP)","34.69"
"2071","4309704","Humaitá (RS)","34.67"
"2072","2707602","Quebrangulo (AL)","34.64"
"2073","4214151","Princesa (SC)","34.63"
"2074","4313490","Novo Barreiro (RS)","34.63"
"2075","2907301","Castro Alves (BA)","34.62"
"2076","2513984","São Francisco (PB)","34.58"
"2077","2706406","Pão de Açúcar (AL)","34.58"
"2078","2709202","Traipu (AL)","34.57"
"2079","3151701","Poço Fundo (MG)","34.56"
"2080","3119906","Córrego do Bom Jesus (MG)","34.55"
"2081","3532702","Nipoã (SP)","34.52"
"2082","2805802","Riachão do Dantas (SE)","34.51"
"2083","2409308","Patu (RN)","34.49"
"2084","2107704","Paraibano (MA)","34.45"
"2085","2911006","Floresta Azul (BA)","34.45"
"2086","3550209","São Miguel Arcanjo (SP)","34.44"
"2087","3549003","São Francisco (SP)","34.43"
"2088","2704906","Mar Vermelho (AL)","34.39"
"2089","2304301","Farias Brito (CE)","34.34"
"2090","3136603","Nova União (MG)","34.33"
"2091","2512747","Riachão (PB)","34.32"
"2092","4301107","Arroio dos Ratos (RS)","34.29"
"2093","4323507","Vista Alegre (RS)","34.27"
"2094","3152709","Prados (MG)","34.26"
"2095","3133006","Itamonte (MG)","34.24"
"2096","3525508","Joanópolis (SP)","34.24"
"2097","3139805","Mar de Espanha (MG)","34.23"
"2098","4201802","Atalanta (SC)","34.19"
"2099","4125704","São Miguel do Iguaçu (PR)","34.18"
"2100","2916906","Itiruçu (BA)","34.13"
"2101","3536257","Parisi (SP)","34.13"
"2102","2703403","Jacaré dos Homens (AL)","34.12"
"2103","4100608","Alto Paraná (PR)","34.11"
"2104","4116059","Missal (PR)","34.11"
"2105","4106506","Coronel Vivida (PR)","34.09"
"2106","3203908","Nova Venécia (ES)","34.08"
"2107","3536109","Pardinho (SP)","34.08"
"2108","2112506","Tutóia (MA)","34.07"
"2109","2309508","Orós (CE)","34.07"
"2110","4211504","Nova Trento (SC)","34.07"
"2111","2311504","Quixeré (CE)","34.05"
"2112","3501509","Alvinlândia (SP)","33.99"
"2113","2504157","Casserengue (PB)","33.98"
"2114","3138658","Lontra (MG)","33.95"
"2115","2513406","Santa Luzia (PB)","33.94"
"2116","2502805","Brejo do Cruz (PB)","33.92"
"2117","2516755","Tenório (PB)","33.92"
"2118","3111606","Campos Gerais (MG)","33.92"
"2119","3117702","Conceição do Rio Verde (MG)","33.92"
"2120","3130507","Ilicínea (MG)","33.85"
"2121","4323309","Vila Flores (RS)","33.85"
"2122","2925253","Ponto Novo (BA)","33.84"
"2123","3521903","Itajobi (SP)","33.84"
"2124","4304663","Capão do Leão (RS)","33.82"
"2125","4318432","São João do Polêsine (RS)","33.82"
"2126","3553401","Tanabi (SP)","33.81"
"2127","2805000","Pedra Mole (SE)","33.79"
"2128","4123501","Santa Helena (PR)","33.78"
"2129","3200805","Baixo Guandu (ES)","33.74"
"2130","3132206","Itaguara (MG)","33.73"
"2131","4312302","Miraguaí (RS)","33.73"
"2132","5219308","Santa Helena de Goiás (GO)","33.70"
"2133","4310306","Ilópolis (RS)","33.63"
"2134","4322004","Triunfo (RS)","33.63"
"2135","2305407","Icó (CE)","33.57"
"2136","1502608","Colares (PA)","33.50"
"2137","2607703","Itapetim (PE)","33.48"
"2138","3135902","Jesuânia (MG)","33.40"
"2139","3204609","Santa Teresa (ES)","33.39"
"2140","3514924","Elisiário (SP)","33.39"
"2141","3169059","Tocos do Moji (MG)","33.36"
"2142","3102506","Amparo do Serra (MG)","33.34"
"2143","2803401","Japoatã (SE)","33.32"
"2144","3120508","Cristina (MG)","33.32"
"2145","2413508","Serrinha (RN)","33.29"
"2146","3504404","Avanhandava (SP)","33.29"
"2147","2106326","Maracaçumé (MA)","33.27"
"2148","3154903","Rio Casca (MG)","33.27"
"2149","2302206","Beberibe (CE)","33.26"
"2150","2901908","Aporá (BA)","33.22"
"2151","3525805","Júlio Mesquita (SP)","33.19"
"2152","2517209","Vieirópolis (PB)","33.07"
